Case Number,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
JJ188039,03/19/2025 03:00:00 PM,035XX S STATE ST,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,0213,002,3,35,03,1176846,1881708,2025,03/27/2025 03:41:41 PM,41.830750796,-87.626643572,POINT (-87.626643572 41.830750796)
JJ187356,03/19/2025 12:55:00 PM,001XX W 35TH ST,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,true,false,0211,002,11,35,08B,1175997,1881780,2025,03/27/2025 03:41:41 PM,41.830967493,-87.629756405,POINT (-87.629756405 41.830967493)
JJ186463,03/18/2025 06:05:00 PM,030XX S MICHIGAN AVE,DECEPTIVE PRACTICE,COMPUTER FRAUD,BANK,false,false,0133,001,4,35,11,1177743,1884654,2025,03/26/2025 03:41:04 PM,41.838814549,-87.623263115,POINT (-87.623263115 41.838814549)
JJ187528,03/18/2025 06:00:00 PM,035XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0213,002,3,35,11,1177772,1881665,2025,03/26/2025 03:41:04 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JJ184861,03/17/2025 02:00:00 PM,031XX S FEDERAL ST,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),false,true,0211,002,3,35,14,1176195,1884376,2025,03/25/2025 03:52:07 PM,41.838086672,-87.628951832,POINT (-87.628951832 41.838086672)
JJ184903,03/17/2025 01:40:00 PM,035XX S STATE ST,ASSAULT,SIMPLE,BANK,false,false,0213,002,3,35,08A,1176847,1881660,2025,03/25/2025 03:52:07 PM,41.830619057,-87.626641352,POINT (-87.626641352 41.830619057)
JJ183559,03/16/2025 10:45:00 AM,034XX S MICHIGAN AVE,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,08B,1177756,1882311,2025,03/24/2025 03:41:15 PM,41.832384884,-87.623286482,POINT (-87.623286482 41.832384884)
JJ183576,03/15/2025 02:15:00 PM,031XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,false,false,0211,002,3,35,07,1177699,1884310,2025,03/23/2025 03:42:04 PM,41.837871585,-87.623435005,POINT (-87.623435005 41.837871585)
JJ188078,03/14/2025 11:00:00 PM,031XX S WABASH AVE,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0211,002,3,35,06,1177234,1884424,2025,03/22/2025 03:41:01 PM,41.838194943,-87.625137837,POINT (-87.625137837 41.838194943)
JJ179881,03/13/2025 02:00:00 PM,0000X E 35TH ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0213,002,3,35,26,1177570,1881818,2025,03/21/2025 03:51:29 PM,41.83103627,-87.623983873,POINT (-87.623983873 41.83103627)
JJ182675,03/13/2025 06:30:00 AM,001XX W 35TH ST,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,0915,009,11,34,03,1175739,1881773,2025,03/21/2025 03:51:29 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JJ178453,03/11/2025 10:30:00 PM,033XX S MICHIGAN AVE,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,04B,1177742,1882956,2025,03/19/2025 03:42:01 PM,41.834155131,-87.623318288,POINT (-87.623318288 41.834155131)
JJ176988,03/11/2025 08:00:00 AM,029XX S STATE ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,CHA APARTMENT,false,true,0133,001,3,35,26,1176763,1885284,2025,03/19/2025 03:42:01 PM,41.840565492,-87.626840187,POINT (-87.626840187 41.840565492)
JJ179895,03/10/2025 12:17:00 PM,0000X E 32ND ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,0211,002,3,35,11,1177426,1883784,2025,03/18/2025 03:41:44 PM,41.836434389,-87.624452686,POINT (-87.624452686 41.836434389)
JJ174996,03/09/2025 03:25:00 PM,034XX S STATE ST,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - KNIFE / CUTTING INSTRUMENT,CTA BUS,true,false,0211,002,3,35,04A,1176892,1881860,2025,03/17/2025 03:41:20 PM,41.831166858,-87.626470209,POINT (-87.626470209 41.831166858)
JJ174594,03/09/2025 07:54:00 AM,035XX S STATE ST,ASSAULT,AGGRAVATED - OTHER FIREARM,STREET,false,false,0213,002,3,35,04A,1176847,1881672,2025,03/17/2025 03:41:20 PM,41.830651986,-87.62664099,POINT (-87.62664099 41.830651986)
JJ172135,03/07/2025 12:56:00 AM,029XX S STATE ST,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,CHA APARTMENT,true,false,0133,001,3,35,15,1176763,1885284,2025,03/15/2025 03:41:21 PM,41.840565492,-87.626840187,POINT (-87.626840187 41.840565492)
JJ171842,03/06/2025 06:15:00 PM,035XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,false,false,0213,002,3,35,11,1177772,1881665,2025,03/14/2025 03:40:50 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JJ171319,03/06/2025 11:18:00 AM,033XX S MICHIGAN AVE,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,04B,1177742,1882956,2025,03/14/2025 03:40:50 PM,41.834155131,-87.623318288,POINT (-87.623318288 41.834155131)
JJ173743,03/06/2025 01:00:00 AM,031XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0211,002,3,35,07,1177703,1884170,2025,03/14/2025 03:40:50 PM,41.837487324,-87.623424573,POINT (-87.623424573 41.837487324)
JJ166764,03/02/2025 09:58:00 AM,033XX S MICHIGAN AVE,BATTERY,SIMPLE,RESIDENCE,false,false,0211,002,3,35,08B,1177742,1882956,2025,03/10/2025 03:41:24 PM,41.834155131,-87.623318288,POINT (-87.623318288 41.834155131)
JJ164507,02/27/2025 11:00:00 AM,033XX S MICHIGAN AVE,THEFT,$500 AND UNDER,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,06,1177742,1882956,2025,03/07/2025 03:41:08 PM,41.834155131,-87.623318288,POINT (-87.623318288 41.834155131)
JJ158335,02/22/2025 04:45:00 PM,001XX W 35TH ST,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,CTA TRAIN,true,false,0915,009,11,34,18,1175739,1881773,2025,03/02/2025 03:41:58 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JJ157163,02/21/2025 03:58:00 PM,001XX W 35TH ST,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,CTA TRAIN,true,false,0915,009,11,34,26,1175739,1881773,2025,03/01/2025 03:41:07 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JJ156290,02/20/2025 09:32:00 PM,001XX W 35TH ST,BATTERY,AGGRAVATED - HANDGUN,CTA TRAIN,false,false,0915,009,11,34,04B,1175739,1881773,2025,02/28/2025 03:41:36 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JJ154220,02/19/2025 06:30:00 AM,001XX W 35TH ST,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,CTA PLATFORM,false,false,0915,009,11,34,04B,1175739,1881773,2025,02/27/2025 03:41:01 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JJ153785,02/18/2025 04:27:00 PM,001XX W 35TH ST,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,CTA TRAIN,true,false,0915,009,11,34,18,1175739,1881773,2025,02/26/2025 03:40:54 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JJ155980,02/18/2025 12:40:00 PM,030XX S MICHIGAN AVE,OBSCENITY,POST GRAPHIC INFO PORGNOGRAPHIC INTERNET OR POSS GRAPHIC INF,SCHOOL - PUBLIC BUILDING,false,false,0133,001,3,35,17,1177682,1884815,2025,02/26/2025 03:40:54 PM,41.839257729,-87.623482071,POINT (-87.623482071 41.839257729)
JJ152984,02/17/2025 08:00:00 PM,032XX S STATE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0211,002,3,35,07,1176864,1883625,2025,02/25/2025 03:42:25 PM,41.836010789,-87.626519656,POINT (-87.626519656 41.836010789)
JJ150827,02/15/2025 05:15:00 PM,030XX S MICHIGAN AVE,ASSAULT,SIMPLE,APARTMENT,false,false,0133,001,4,35,08A,1177749,1884891,2025,02/23/2025 03:41:06 PM,41.839464759,-87.623233908,POINT (-87.623233908 41.839464759)
JJ149899,02/14/2025 06:44:00 PM,031XX S MICHIGAN AVE,OTHER OFFENSE,LICENSE VIOLATION,GAS STATION,true,false,0211,002,3,35,26,1177699,1884310,2025,02/22/2025 04:03:07 PM,41.837871585,-87.623435005,POINT (-87.623435005 41.837871585)
JJ150366,02/14/2025 06:00:00 PM,001XX W 35TH ST,THEFT,OVER $500,CTA PLATFORM,false,false,0915,009,11,34,06,1175739,1881773,2025,02/22/2025 04:03:07 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JJ149321,02/14/2025 10:50:00 AM,035XX S STATE ST,CRIMINAL TRESPASS,TO LAND,BANK,false,false,0213,002,3,35,26,1176847,1881660,2025,02/22/2025 04:03:07 PM,41.830619057,-87.626641352,POINT (-87.626641352 41.830619057)
JJ149052,02/14/2025 03:00:00 AM,033XX S MICHIGAN AVE,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,26,1177742,1882956,2025,02/22/2025 04:03:07 PM,41.834155131,-87.623318288,POINT (-87.623318288 41.834155131)
JJ149841,02/13/2025 09:00:00 PM,031XX S WABASH AVE,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,false,0211,002,3,35,26,1177234,1884424,2025,02/21/2025 03:41:14 PM,41.838194943,-87.625137837,POINT (-87.625137837 41.838194943)
JJ147726,02/12/2025 06:30:00 PM,034XX S STATE ST,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,0211,002,3,35,03,1176844,1881970,2025,02/20/2025 03:42:07 PM,41.83146979,-87.626643002,POINT (-87.626643002 41.83146979)
JJ145896,02/10/2025 12:30:00 PM,034XX S MICHIGAN AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,04A,1177756,1882311,2025,02/18/2025 03:41:38 PM,41.832384884,-87.623286482,POINT (-87.623286482 41.832384884)
JJ144235,02/09/2025 05:00:00 PM,029XX S STATE ST,THEFT,$500 AND UNDER,APARTMENT,false,false,0133,001,3,35,06,1176763,1885284,2025,02/17/2025 03:41:12 PM,41.840565492,-87.626840187,POINT (-87.626840187 41.840565492)
JJ142664,02/08/2025 04:45:00 AM,031XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,0211,002,3,35,07,1177699,1884310,2025,02/16/2025 03:41:59 PM,41.837871585,-87.623435005,POINT (-87.623435005 41.837871585)
JJ143790,02/08/2025 04:00:00 AM,055XX S SEELEY AVE,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,0715,001,15,67,02,1177768,1884650,2025,03/27/2025 03:40:51 PM,41.838803006,-87.6231715,POINT (-87.6231715 41.838803006)
JJ142422,02/07/2025 08:09:00 PM,001XX W 35TH ST,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,CTA TRAIN,true,false,0915,009,11,34,15,1175739,1881773,2025,02/15/2025 03:41:40 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JJ145841,02/07/2025 03:45:00 PM,035XX S MICHIGAN AVE,THEFT,$500 AND UNDER,POLICE FACILITY / VEHICLE PARKING LOT,false,false,0213,002,3,35,06,1177772,1881665,2025,02/15/2025 03:41:40 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JJ142044,02/07/2025 03:00:00 PM,001XX W 35TH ST,BATTERY,SIMPLE,STREET,false,false,0915,009,11,34,08B,1175739,1881773,2025,02/15/2025 03:41:40 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JJ146103,02/06/2025 03:25:00 PM,030XX S MICHIGAN AVE,THEFT,FROM BUILDING,APARTMENT,false,false,0133,001,4,35,06,1177743,1884654,2025,02/14/2025 03:41:22 PM,41.838814549,-87.623263115,POINT (-87.623263115 41.838814549)
JJ138114,02/04/2025 12:00:00 PM,035XX S MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0213,002,3,35,26,1177772,1881665,2025,02/12/2025 03:41:15 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JJ138521,02/04/2025 09:00:00 AM,034XX S DEARBORN ST,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,false,false,0211,002,3,35,07,1176525,1882295,2025,02/12/2025 03:41:15 PM,41.832368811,-87.627803638,POINT (-87.627803638 41.832368811)
JJ146053,02/03/2025 05:30:00 PM,0000X W 35TH ST,ASSAULT,SIMPLE,SCHOOL - PRIVATE GROUNDS,false,false,0211,002,3,35,08A,1176725,1881799,2025,02/14/2025 03:40:40 PM,41.831003238,-87.627084778,POINT (-87.627084778 41.831003238)
JJ142061,02/02/2025 08:30:00 PM,033XX S WABASH AVE,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0211,002,3,35,06,1177269,1882971,2025,02/10/2025 03:41:08 PM,41.834207008,-87.625053371,POINT (-87.625053371 41.834207008)
JJ135354,02/02/2025 01:17:00 AM,001XX E 31ST ST,PUBLIC PEACE VIOLATION,TIRE DEFLATION DEVICE DEPLOYMENT,STREET,false,false,0133,001,4,35,24,1177799,1884485,2025,02/10/2025 03:41:08 PM,41.83834953,-87.623062753,POINT (-87.623062753 41.83834953)
JJ135283,02/01/2025 10:48:00 PM,034XX S STATE ST,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PRIVATE BUILDING,true,false,0211,002,3,35,08A,1176835,1882220,2025,02/09/2025 03:41:48 PM,41.832156013,-87.626668478,POINT (-87.626668478 41.832156013)
JJ135372,02/01/2025 10:00:00 PM,032XX S STATE ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,0211,002,3,35,06,1176864,1883625,2025,02/09/2025 03:41:48 PM,41.836010789,-87.626519656,POINT (-87.626519656 41.836010789)
JJ139676,02/01/2025 01:35:00 PM,031XX S STATE ST,BATTERY,SIMPLE,STREET,false,false,0211,002,3,35,08B,1176789,1884290,2025,02/09/2025 03:41:48 PM,41.837837294,-87.626774783,POINT (-87.626774783 41.837837294)
JJ132706,01/30/2025 04:39:00 PM,029XX S MICHIGAN AVE,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0133,001,4,35,01A,1177739,1885265,2025,02/07/2025 03:42:03 PM,41.840491269,-87.623259258,POINT (-87.623259258 41.840491269)
JJ132237,01/30/2025 09:34:00 AM,0000X W 35TH ST,CRIMINAL TRESPASS,TO LAND,SCHOOL - PRIVATE BUILDING,true,false,0211,002,3,35,26,1176725,1881799,2025,02/07/2025 03:42:03 PM,41.831003238,-87.627084778,POINT (-87.627084778 41.831003238)
JJ131849,01/29/2025 08:00:00 PM,032XX S STATE ST,BATTERY,SIMPLE,SCHOOL - PRIVATE GROUNDS,false,false,0211,002,3,35,08B,1176864,1883625,2025,02/06/2025 03:41:24 PM,41.836010789,-87.626519656,POINT (-87.626519656 41.836010789)
JJ130993,01/29/2025 09:29:00 AM,029XX S STATE ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SIDEWALK,false,false,0133,001,3,35,26,1176763,1885284,2025,02/06/2025 03:41:24 PM,41.840565492,-87.626840187,POINT (-87.626840187 41.840565492)
JJ129883,01/27/2025 09:00:00 PM,033XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT / LAND,false,false,0211,002,3,35,07,1177743,1882881,2025,02/04/2025 03:41:19 PM,41.833949303,-87.623316894,POINT (-87.623316894 41.833949303)
JJ129247,01/27/2025 06:01:00 PM,029XX S FEDERAL ST,THEFT,$500 AND UNDER,APARTMENT,false,true,0133,001,3,35,06,1176166,1885210,2025,02/04/2025 03:41:19 PM,41.840375885,-87.629033152,POINT (-87.629033152 41.840375885)
JJ128434,01/27/2025 07:09:00 AM,031XX S MICHIGAN AVE,THEFT,RETAIL THEFT,GAS STATION,false,false,0211,002,3,35,06,1177699,1884310,2025,02/04/2025 03:41:19 PM,41.837871585,-87.623435005,POINT (-87.623435005 41.837871585)
JJ126142,01/24/2025 06:03:00 PM,033XX S MICHIGAN AVE,ASSAULT,SIMPLE,APARTMENT,false,true,0211,002,3,35,08A,1177743,1882881,2025,02/01/2025 03:41:18 PM,41.833949303,-87.623316894,POINT (-87.623316894 41.833949303)
JJ124006,01/22/2025 10:50:00 PM,035XX S MICHIGAN AVE,CRIMINAL TRESPASS,TO LAND,RESIDENCE,false,false,0213,002,3,35,26,1177772,1881665,2025,01/30/2025 03:41:26 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JJ121440,01/20/2025 12:30:00 PM,032XX S WABASH AVE,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0211,002,3,35,14,1177255,1883620,2025,01/28/2025 03:41:57 PM,41.835988231,-87.625085105,POINT (-87.625085105 41.835988231)
JJ117618,01/16/2025 07:30:00 PM,035XX S MICHIGAN AVE,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,OTHER (SPECIFY),false,false,0213,002,3,35,17,1177772,1881665,2025,01/24/2025 03:41:32 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JJ116477,01/15/2025 06:15:00 PM,031XX S MICHIGAN AVE,THEFT,THEFT FROM MOTOR VEHICLE,GAS STATION,false,false,0211,002,3,35,06,1177699,1884310,2025,01/23/2025 03:41:39 PM,41.837871585,-87.623435005,POINT (-87.623435005 41.837871585)
JJ113964,01/13/2025 04:20:00 PM,031XX S MICHIGAN AVE,THEFT,$500 AND UNDER,RESIDENCE,false,false,0211,002,3,35,06,1177705,1884107,2025,01/21/2025 03:42:41 PM,41.837314402,-87.623419145,POINT (-87.623419145 41.837314402)
JJ121527,01/13/2025 12:00:00 PM,033XX S WABASH AVE,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0211,002,3,35,06,1177270,1882924,2025,01/22/2025 03:41:07 PM,41.834078014,-87.625051123,POINT (-87.625051123 41.834078014)
JJ113298,01/11/2025 02:06:00 PM,035XX S MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,POLICE FACILITY / VEHICLE PARKING LOT,false,false,0213,002,3,35,26,1177772,1881665,2025,01/19/2025 03:41:44 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JJ110637,01/10/2025 03:30:00 PM,0000X E 33RD ST,BATTERY,SIMPLE,APARTMENT,false,false,0211,002,3,35,08B,1177446,1883147,2025,01/18/2025 03:41:34 PM,41.834685959,-87.62439859,POINT (-87.62439859 41.834685959)
JJ109661,01/09/2025 05:50:00 PM,035XX S MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,POLICE FACILITY / VEHICLE PARKING LOT,false,false,0213,002,3,35,26,1177772,1881665,2025,01/17/2025 03:41:28 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JJ107752,01/08/2025 06:00:00 AM,034XX S MICHIGAN AVE,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,08B,1177756,1882311,2025,01/16/2025 03:41:28 PM,41.832384884,-87.623286482,POINT (-87.623286482 41.832384884)
JJ104941,01/05/2025 05:27:00 PM,001XX W 35TH ST,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,0915,009,11,34,03,1175739,1881773,2025,01/13/2025 03:41:47 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JJ103857,01/04/2025 02:58:00 PM,001XX E 35TH ST,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",SMALL RETAIL STORE,false,false,0211,002,3,35,04B,1177920,1881826,2025,01/12/2025 03:41:48 PM,41.831050285,-87.622699469,POINT (-87.622699469 41.831050285)
JH561236,12/31/2024 12:22:00 PM,001XX W 35TH ST,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,0915,009,11,34,03,1175739,1881773,2024,01/08/2025 03:42:09 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JH560868,12/31/2024 01:01:00 AM,0000X E 31ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0133,001,3,35,07,1176938,1884463,2024,01/08/2025 03:42:09 PM,41.838308654,-87.626222813,POINT (-87.626222813 41.838308654)
JH560752,12/30/2024 10:00:00 PM,033XX S MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0211,002,3,35,26,1177742,1882963,2024,01/07/2025 03:42:52 PM,41.83417434,-87.623318076,POINT (-87.623318076 41.83417434)
JH559892,12/30/2024 10:20:00 AM,035XX S STATE ST,ASSAULT,SIMPLE,GROCERY FOOD STORE,false,false,0213,002,3,35,08A,1176847,1881672,2024,01/07/2025 03:42:52 PM,41.830651986,-87.62664099,POINT (-87.62664099 41.830651986)
JH559143,12/29/2024 12:30:00 PM,035XX S STATE ST,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,0213,002,3,35,06,1176847,1881672,2024,01/06/2025 03:41:41 PM,41.830651986,-87.62664099,POINT (-87.62664099 41.830651986)
JH558724,12/29/2024 03:52:00 AM,033XX S MICHIGAN AVE,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0211,002,3,35,15,1177743,1882888,2024,01/06/2025 03:41:41 PM,41.833968511,-87.623316682,POINT (-87.623316682 41.833968511)
JH556720,12/27/2024 10:18:00 AM,001XX W 35TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,CTA TRAIN,false,true,0915,009,11,34,08B,1175739,1881773,2024,01/04/2025 03:41:35 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JH555135,12/25/2024 03:56:00 PM,033XX S MICHIGAN AVE,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,08B,1177742,1882956,2024,01/02/2025 03:41:34 PM,41.834155131,-87.623318288,POINT (-87.623318288 41.834155131)
JH557160,12/25/2024 03:00:00 PM,029XX S DEARBORN ST,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,APARTMENT,false,false,0133,001,3,35,17,1176459,1885004,2024,01/02/2025 03:41:34 PM,41.839804007,-87.627964177,POINT (-87.627964177 41.839804007)
JH554908,12/25/2024 09:30:00 AM,033XX S MICHIGAN AVE,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,08B,1177742,1882956,2024,01/02/2025 03:41:34 PM,41.834155131,-87.623318288,POINT (-87.623318288 41.834155131)
JJ113530,12/24/2024 04:45:00 PM,034XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0211,002,3,35,07,1177755,1882325,2024,01/16/2025 03:40:46 PM,41.832423324,-87.623289726,POINT (-87.623289726 41.832423324)
JH553082,12/23/2024 02:00:00 PM,035XX S MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,POLICE FACILITY / VEHICLE PARKING LOT,false,false,0213,002,3,35,26,1177772,1881665,2024,12/31/2024 03:41:27 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JH552330,12/22/2024 06:19:00 PM,001XX W 35TH ST,BATTERY,SIMPLE,CTA TRAIN,false,false,0915,009,11,34,08B,1175739,1881773,2024,12/30/2024 03:41:20 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JH551974,12/22/2024 03:00:00 AM,033XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0211,002,3,35,07,1177743,1882895,2024,12/30/2024 03:41:20 PM,41.83398772,-87.623316469,POINT (-87.623316469 41.83398772)
JH548885,12/19/2024 05:09:00 PM,0000X W 31ST ST,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,false,false,0211,002,3,35,03,1176378,1884448,2024,12/27/2024 03:41:05 PM,41.838280125,-87.628278157,POINT (-87.628278157 41.838280125)
JH548614,12/19/2024 12:00:00 PM,0000X W 35TH ST,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,false,false,0211,002,3,35,06,1176288,1881787,2024,12/27/2024 03:41:05 PM,41.830980156,-87.628688507,POINT (-87.628688507 41.830980156)
JH547038,12/17/2024 05:45:00 PM,029XX S FEDERAL ST,THEFT,OVER $500,STREET,false,false,0133,001,3,35,06,1176166,1885210,2024,12/25/2024 03:40:57 PM,41.840375885,-87.629033152,POINT (-87.629033152 41.840375885)
JH546017,12/16/2024 10:30:00 AM,035XX S MICHIGAN AVE,DECEPTIVE PRACTICE,COMPUTER FRAUD,CREDIT UNION,false,false,0213,002,3,35,11,1177772,1881692,2024,12/24/2024 03:41:09 PM,41.830685937,-87.62324655,POINT (-87.62324655 41.830685937)
JH541713,12/13/2024 03:46:00 PM,033XX S WABASH AVE,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0211,002,3,35,14,1177275,1882755,2024,12/21/2024 03:42:01 PM,41.833614151,-87.62503789,POINT (-87.62503789 41.833614151)
JJ125664,12/12/2024 06:00:00 PM,029XX S FEDERAL ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0133,001,3,35,07,1176159,1885264,2024,01/27/2025 03:40:44 PM,41.840524223,-87.629057214,POINT (-87.629057214 41.840524223)
JH546058,12/11/2024 09:00:00 PM,035XX S DEARBORN ST,THEFT,$500 AND UNDER,STREET,false,false,0213,002,3,35,06,1176527,1881540,2024,12/21/2024 03:40:46 PM,41.830296985,-87.627819051,POINT (-87.627819051 41.830296985)
JH538805,12/11/2024 09:43:00 AM,031XX S MICHIGAN AVE,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0211,002,3,35,15,1177699,1884310,2024,12/21/2024 03:40:46 PM,41.837871585,-87.623435005,POINT (-87.623435005 41.837871585)
JH538253,12/10/2024 05:55:00 PM,001XX E 35TH ST,ASSAULT,SIMPLE,SMALL RETAIL STORE,false,false,0211,002,3,35,08A,1177911,1881826,2024,12/21/2024 03:40:46 PM,41.831050489,-87.622732491,POINT (-87.622732491 41.831050489)
JH546800,12/10/2024 12:00:00 AM,0000X W 35TH ST,BATTERY,SIMPLE,SCHOOL - PRIVATE BUILDING,false,false,0211,002,3,35,08B,1176725,1881799,2024,12/21/2024 03:40:46 PM,41.831003238,-87.627084778,POINT (-87.627084778 41.831003238)
