Case Number,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
JD410446,10/25/2020 10:30:00 AM,031XX S MICHIGAN AVE,BATTERY,SIMPLE,GAS STATION,true,false,0211,002,3,35,08B,1177699,1884310,2020,12/17/2020 03:40:05 PM,41.837871585,-87.623435005,POINT (-87.623435005 41.837871585)
JD430007,10/25/2020 09:00:00 AM,035XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POLICE FACILITY / VEHICLE PARKING LOT,false,false,0213,002,3,35,11,1177772,1881665,2020,12/17/2020 03:40:05 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD420768,10/25/2020 09:00:00 AM,035XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,COMMERCIAL / BUSINESS OFFICE,false,false,0213,002,3,35,11,1177772,1881665,2020,12/17/2020 03:40:05 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD409622,10/24/2020 01:32:00 PM,031XX S MICHIGAN AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,GAS STATION,false,false,0211,002,3,35,04A,1177699,1884310,2020,12/17/2020 03:40:05 PM,41.837871585,-87.623435005,POINT (-87.623435005 41.837871585)
JD408801,10/23/2020 03:26:00 PM,029XX S STATE ST,ROBBERY,ARMED - HANDGUN,STREET,false,false,0133,001,3,35,03,1176763,1885284,2020,12/17/2020 03:40:05 PM,41.840565492,-87.626840187,POINT (-87.626840187 41.840565492)
JD406973,10/22/2020 03:55:00 AM,001XX W 35TH ST,BATTERY,SIMPLE,CTA TRAIN,true,false,0915,009,11,34,08B,1175739,1881773,2020,12/17/2020 03:40:05 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD406843,10/21/2020 09:06:00 PM,035XX S STATE ST,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,0213,002,3,35,26,1176847,1881672,2020,12/17/2020 03:40:05 PM,41.830651986,-87.62664099,POINT (-87.62664099 41.830651986)
JD408666,10/20/2020 09:00:00 AM,033XX S MICHIGAN AVE,THEFT,$500 AND UNDER,STREET,false,false,0211,002,3,35,06,1177743,1882854,2020,12/17/2020 03:40:05 PM,41.833875213,-87.623317713,POINT (-87.623317713 41.833875213)
JD404952,10/20/2020 07:45:00 AM,031XX S MICHIGAN AVE,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,08B,1177700,1884275,2020,12/17/2020 03:40:05 PM,41.83777552,-87.623432397,POINT (-87.623432397 41.83777552)
JD418350,10/18/2020 09:00:00 AM,030XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0133,001,3,35,11,1177743,1884654,2020,12/17/2020 03:40:05 PM,41.838814549,-87.623263115,POINT (-87.623263115 41.838814549)
JD413169,10/18/2020 12:01:00 AM,035XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),false,false,0213,002,3,35,11,1177772,1881665,2020,12/17/2020 03:40:05 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD414231,10/18/2020 12:01:00 AM,035XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),false,false,0213,002,3,35,11,1177772,1881665,2020,12/17/2020 03:40:05 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD421926,10/16/2020 01:49:00 PM,035XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,GOVERNMENT BUILDING / PROPERTY,false,false,0213,002,3,35,11,1177772,1881665,2020,12/17/2020 03:40:05 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD400355,10/14/2020 02:00:00 PM,033XX S WABASH AVE,THEFT,$500 AND UNDER,CTA TRAIN,false,false,0211,002,3,35,06,1177269,1882977,2020,12/17/2020 03:40:05 PM,41.834223472,-87.625053189,POINT (-87.625053189 41.834223472)
JD398867,10/14/2020 05:29:00 AM,001XX W 35TH ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA STATION,false,false,0915,009,11,34,11,1175739,1881773,2020,10/21/2020 03:41:02 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD396942,10/12/2020 12:35:00 PM,031XX S MICHIGAN AVE,BATTERY,SIMPLE,GAS STATION,false,false,0211,002,3,35,08B,1177699,1884310,2020,10/19/2020 03:42:03 PM,41.837871585,-87.623435005,POINT (-87.623435005 41.837871585)
JD396366,10/11/2020 08:30:00 PM,029XX S DEARBORN ST,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,CHA PARKING LOT / GROUNDS,true,false,0133,001,3,35,15,1176459,1885004,2020,10/18/2020 03:42:44 PM,41.839804007,-87.627964177,POINT (-87.627964177 41.839804007)
JD421897,10/11/2020 12:00:00 PM,035XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),false,false,0213,002,3,35,11,1177772,1881665,2020,12/17/2020 03:40:05 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD452720,10/09/2020 07:00:00 PM,035XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),false,false,0213,002,3,35,11,1177772,1881665,2020,12/17/2020 03:40:05 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD394234,10/09/2020 06:50:00 PM,001XX W 35TH ST,BATTERY,SIMPLE,CTA BUS STOP,false,false,0915,009,11,34,08B,1175739,1881773,2020,10/16/2020 03:42:28 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD392583,10/08/2020 10:05:00 AM,001XX W 35TH ST,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA STATION,true,false,0915,009,11,34,11,1175739,1881773,2020,10/15/2020 03:42:51 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD391535,10/07/2020 11:15:00 AM,001XX E 35TH ST,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,true,false,0211,002,3,35,03,1177911,1881826,2020,02/18/2021 03:40:02 PM,41.831050489,-87.622732491,POINT (-87.622732491 41.831050489)
JD390679,10/06/2020 02:47:00 PM,0000X W 35TH ST,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,COMMERCIAL / BUSINESS OFFICE,false,false,0213,002,3,35,04A,1176687,1881798,2020,10/13/2020 03:43:13 PM,41.831001351,-87.627224232,POINT (-87.627224232 41.831001351)
JD408532,10/04/2020 10:00:00 AM,035XX S MICHIGAN AVE,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,POLICE FACILITY / VEHICLE PARKING LOT,false,false,0213,002,3,35,11,1177772,1881665,2020,12/17/2020 03:40:05 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD447087,10/02/2020 10:00:00 AM,035XX S MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0213,002,3,35,26,1177772,1881665,2020,12/17/2020 03:40:05 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD418710,09/30/2020 04:18:00 PM,035XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POLICE FACILITY / VEHICLE PARKING LOT,false,false,0213,002,3,35,11,1177772,1881665,2020,12/17/2020 03:40:05 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD380580,09/26/2020 11:34:00 AM,033XX S STATE ST,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,false,false,0211,002,3,35,04B,1176824,1882968,2020,10/03/2020 03:41:02 PM,41.834208833,-87.626686261,POINT (-87.626686261 41.834208833)
JD374639,09/19/2020 02:00:00 PM,033XX S MICHIGAN AVE,THEFT,$500 AND UNDER,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,06,1177742,1882956,2020,09/26/2020 03:40:42 PM,41.834155131,-87.623318288,POINT (-87.623318288 41.834155131)
JD369879,09/17/2020 01:30:00 AM,001XX W 35TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0915,009,11,34,08B,1175739,1881773,2020,09/24/2020 03:41:34 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD368545,09/15/2020 10:35:00 PM,029XX S DEARBORN ST,ARSON,AGGRAVATED,CHA HALLWAY / STAIRWELL / ELEVATOR,true,false,0133,001,3,35,09,1176459,1885004,2020,09/27/2020 03:40:25 PM,41.839804007,-87.627964177,POINT (-87.627964177 41.839804007)
JD367266,09/14/2020 05:40:00 PM,035XX S STATE ST,ASSAULT,SIMPLE,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",false,false,0213,002,3,35,08A,1176847,1881684,2020,09/21/2020 03:44:51 PM,41.830684915,-87.626640628,POINT (-87.626640628 41.830684915)
JD366010,09/13/2020 01:00:00 PM,034XX S MICHIGAN AVE,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,08B,1177756,1882311,2020,09/20/2020 03:42:04 PM,41.832384884,-87.623286482,POINT (-87.623286482 41.832384884)
JD376808,09/12/2020 11:00:00 AM,032XX S STATE ST,BATTERY,SIMPLE,OTHER (SPECIFY),false,false,0211,002,3,35,08B,1176864,1883625,2020,09/26/2020 03:39:48 PM,41.836010789,-87.626519656,POINT (-87.626519656 41.836010789)
JD364308,09/11/2020 09:23:00 PM,031XX S MICHIGAN AVE,ROBBERY,ATTEMPT ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0211,002,3,35,03,1177699,1884310,2020,09/18/2020 03:41:05 PM,41.837871585,-87.623435005,POINT (-87.623435005 41.837871585)
JD363174,09/10/2020 08:40:00 PM,030XX S MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,0133,001,3,35,26,1177746,1884691,2020,09/17/2020 03:43:11 PM,41.838916012,-87.623250984,POINT (-87.623250984 41.838916012)
JD363790,09/10/2020 02:00:00 AM,029XX S DEARBORN ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0133,001,3,35,14,1176459,1885004,2020,09/17/2020 03:43:11 PM,41.839804007,-87.627964177,POINT (-87.627964177 41.839804007)
JD359988,09/07/2020 08:00:00 PM,031XX S FEDERAL ST,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,0211,002,3,35,03,1176202,1883983,2020,09/14/2020 03:42:30 PM,41.837008092,-87.628937973,POINT (-87.628937973 41.837008092)
JD360157,09/05/2020 07:33:00 PM,030XX S STATE ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0133,001,3,35,26,1176782,1884665,2020,09/12/2020 03:41:32 PM,41.83886648,-87.62678915,POINT (-87.62678915 41.83886648)
JD355910,09/04/2020 09:00:00 AM,033XX S MICHIGAN AVE,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,false,false,0211,002,3,35,08B,1177742,1882956,2020,09/11/2020 03:41:07 PM,41.834155131,-87.623318288,POINT (-87.623318288 41.834155131)
JD355762,09/04/2020 03:45:00 AM,0000X E 30TH ST,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,0133,001,3,35,14,1176928,1884916,2020,09/11/2020 03:41:07 PM,41.839551947,-87.626245824,POINT (-87.626245824 41.839551947)
JD354369,09/02/2020 12:00:00 PM,033XX S MICHIGAN AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0211,002,3,35,05,1177742,1882956,2020,09/09/2020 03:41:54 PM,41.834155131,-87.623318288,POINT (-87.623318288 41.834155131)
JD350951,08/30/2020 08:15:00 PM,029XX S FEDERAL ST,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0133,001,3,35,08B,1176170,1885057,2020,09/06/2020 03:42:29 PM,41.839955951,-87.629023077,POINT (-87.629023077 41.839955951)
JD349614,08/29/2020 03:22:00 PM,030XX S LA SALLE ST,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",STREET,true,false,0914,009,11,34,08A,1175893,1884839,2020,09/05/2020 03:42:43 PM,41.839363971,-87.630046092,POINT (-87.630046092 41.839363971)
JD349115,08/28/2020 11:00:00 PM,029XX S FEDERAL ST,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0133,001,3,35,05,1176166,1885210,2020,09/04/2020 03:40:59 PM,41.840375885,-87.629033152,POINT (-87.629033152 41.840375885)
JD349588,08/27/2020 02:30:00 PM,031XX S MICHIGAN AVE,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,false,false,0211,002,3,35,06,1177705,1884107,2020,09/03/2020 03:42:52 PM,41.837314402,-87.623419145,POINT (-87.623419145 41.837314402)
JD346197,08/26/2020 04:57:00 PM,035XX S FEDERAL ST,ASSAULT,SIMPLE,STREET,true,false,0213,002,3,35,08A,1176231,1881582,2020,09/02/2020 03:41:56 PM,41.830418902,-87.628903809,POINT (-87.628903809 41.830418902)
JD342579,08/22/2020 01:30:00 PM,031XX S WABASH AVE,BATTERY,SIMPLE,SCHOOL - PRIVATE GROUNDS,true,false,0211,002,3,35,08B,1177234,1884424,2020,09/09/2020 03:40:05 PM,41.838194943,-87.625137837,POINT (-87.625137837 41.838194943)
JD336967,08/18/2020 04:55:00 PM,0000X W 35TH ST,CRIMINAL DAMAGE,TO PROPERTY,SCHOOL - PRIVATE BUILDING,false,false,0211,002,3,35,14,1176725,1881799,2020,08/25/2020 03:42:34 PM,41.831003238,-87.627084778,POINT (-87.627084778 41.831003238)
JD336798,08/18/2020 01:49:00 PM,030XX S MICHIGAN AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0133,001,3,35,11,1177749,1884891,2020,08/25/2020 03:42:34 PM,41.839464759,-87.623233908,POINT (-87.623233908 41.839464759)
JD336294,08/17/2020 09:35:00 PM,001XX W 35TH ST,CRIMINAL DAMAGE,TO PROPERTY,CTA TRAIN,false,false,0915,009,11,34,14,1175739,1881773,2020,08/24/2020 03:40:42 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD333103,08/15/2020 05:30:00 AM,030XX S MICHIGAN AVE,BATTERY,SIMPLE,APARTMENT,false,false,0133,001,3,35,08B,1177749,1884891,2020,08/22/2020 04:17:17 PM,41.839464759,-87.623233908,POINT (-87.623233908 41.839464759)
JD331527,08/13/2020 09:30:00 PM,001XX W 35TH ST,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA PLATFORM,false,false,0915,009,11,34,08B,1175739,1881773,2020,08/20/2020 03:59:23 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD331207,08/13/2020 03:39:00 PM,030XX S LA SALLE ST,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,true,false,0914,009,11,35,15,1175898,1884680,2020,08/20/2020 03:59:23 PM,41.83892755,-87.630032521,POINT (-87.630032521 41.83892755)
JD330047,08/12/2020 05:04:00 PM,001XX E 35TH ST,BATTERY,SIMPLE,SIDEWALK,false,false,0211,002,3,35,08B,1177870,1881825,2020,08/19/2020 03:51:00 PM,41.831048676,-87.622882951,POINT (-87.622882951 41.831048676)
JD328909,08/10/2020 03:00:00 AM,035XX S DEARBORN ST,THEFT,OVER $500,STREET,false,false,0213,002,3,35,06,1176522,1881702,2020,08/17/2020 03:41:32 PM,41.830741639,-87.627832515,POINT (-87.627832515 41.830741639)
JD323603,08/07/2020 08:23:00 AM,031XX S STATE ST,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,STREET,false,false,0211,002,3,35,15,1176845,1884258,2020,08/14/2020 03:41:59 PM,41.837748219,-87.626570262,POINT (-87.626570262 41.837748219)
JD322612,08/06/2020 07:00:00 AM,030XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,false,false,0133,001,3,35,07,1177749,1884891,2020,08/13/2020 03:45:26 PM,41.839464759,-87.623233908,POINT (-87.623233908 41.839464759)
JD319262,08/03/2020 10:08:00 AM,001XX E 35TH ST,THEFT,POCKET-PICKING,SIDEWALK,false,false,0211,002,3,35,06,1177924,1881826,2020,03/25/2021 03:40:32 PM,41.831050194,-87.622684793,POINT (-87.622684793 41.831050194)
JD317047,08/01/2020 02:42:00 AM,001XX W 35TH ST,THEFT,OVER $500,CTA TRAIN,false,false,0915,009,11,34,06,1175739,1881773,2020,08/08/2020 03:40:55 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD316438,07/31/2020 02:20:00 PM,001XX E 35TH ST,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,false,false,0211,002,3,35,24,1177911,1881826,2020,08/07/2020 03:42:19 PM,41.831050489,-87.622732491,POINT (-87.622732491 41.831050489)
JD310430,07/26/2020 09:50:00 AM,031XX S MICHIGAN AVE,THEFT,OVER $500,STREET,false,false,0211,002,3,35,06,1177700,1884296,2020,08/02/2020 03:41:38 PM,41.837833146,-87.62343176,POINT (-87.62343176 41.837833146)
JD308964,07/24/2020 11:41:00 PM,035XX S MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),false,false,0213,002,3,35,26,1177772,1881665,2020,07/31/2020 03:40:44 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD308443,07/24/2020 01:42:00 PM,029XX S STATE ST,NARCOTICS,POSSESS - HALLUCINOGENS,CHA HALLWAY / STAIRWELL / ELEVATOR,true,false,0133,001,3,35,18,1176763,1885284,2020,07/31/2020 03:40:44 PM,41.840565492,-87.626840187,POINT (-87.626840187 41.840565492)
JD307316,07/23/2020 09:35:00 AM,035XX S MICHIGAN AVE,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,false,false,0213,002,3,35,24,1177772,1881665,2020,07/30/2020 03:43:50 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD305926,07/22/2020 10:25:00 AM,001XX W 35TH ST,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA STATION,false,false,0915,009,11,34,08A,1175739,1881773,2020,07/29/2020 03:41:28 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD305411,07/21/2020 06:20:00 PM,032XX S STATE ST,BATTERY,SIMPLE,SCHOOL - PRIVATE BUILDING,false,false,0211,002,3,35,08B,1176864,1883625,2020,07/28/2020 03:47:23 PM,41.836010789,-87.626519656,POINT (-87.626519656 41.836010789)
JD302800,07/19/2020 12:00:00 AM,032XX S STATE ST,INTIMIDATION,EXTORTION,RESIDENCE,false,false,0211,002,3,35,26,1176864,1883625,2020,07/26/2020 03:41:17 PM,41.836010789,-87.626519656,POINT (-87.626519656 41.836010789)
JD299520,07/16/2020 02:35:00 PM,001XX W 35TH ST,BATTERY,SIMPLE,CTA TRAIN,false,false,0915,009,11,34,08B,1175739,1881773,2020,07/23/2020 03:42:06 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD297913,07/14/2020 10:00:00 PM,0000X E 33RD ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0211,002,3,35,14,1177446,1883147,2020,07/21/2020 03:43:27 PM,41.834685959,-87.62439859,POINT (-87.62439859 41.834685959)
JD296834,07/13/2020 11:00:00 PM,035XX S STATE ST,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0213,002,3,35,06,1176846,1881708,2020,07/20/2020 03:42:06 PM,41.830750796,-87.626643572,POINT (-87.626643572 41.830750796)
JD294160,07/11/2020 05:00:00 PM,034XX S STATE ST,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,false,false,0211,002,3,35,04A,1176835,1882301,2020,07/18/2020 03:42:59 PM,41.832378284,-87.626666033,POINT (-87.626666033 41.832378284)
JD304830,07/10/2020 01:17:00 PM,030XX S MICHIGAN AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0133,001,3,35,11,1177746,1884691,2020,07/24/2020 03:40:38 PM,41.838916012,-87.623250984,POINT (-87.623250984 41.838916012)
JD288218,07/06/2020 03:00:00 PM,035XX S MICHIGAN AVE,CRIMINAL DAMAGE,TO VEHICLE,POLICE FACILITY / VEHICLE PARKING LOT,false,false,0213,002,3,35,14,1177772,1881665,2020,07/13/2020 03:42:37 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD286556,07/05/2020 02:00:00 AM,035XX S DEARBORN ST,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,false,true,0213,002,3,35,04B,1176522,1881702,2020,09/07/2021 03:41:02 PM,41.830741639,-87.627832515,POINT (-87.627832515 41.830741639)
JD285785,07/04/2020 02:30:00 PM,0000X E 35TH ST,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",SIDEWALK,false,false,0213,002,3,35,04B,1177465,1881815,2020,07/11/2020 03:41:27 PM,41.831030417,-87.624369212,POINT (-87.624369212 41.831030417)
JD285377,07/04/2020 07:28:00 AM,001XX W 35TH ST,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA STATION,true,false,0915,009,11,34,08A,1175739,1881773,2020,07/11/2020 03:41:27 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD285254,07/04/2020 02:22:00 AM,001XX W 35TH ST,SEX OFFENSE,PUBLIC INDECENCY,CTA STATION,false,false,0915,009,11,34,17,1175739,1881773,2020,07/11/2020 03:41:27 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD283477,07/02/2020 03:00:00 PM,035XX S MICHIGAN AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0213,002,3,35,14,1177772,1881665,2020,07/09/2020 03:49:14 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD282563,07/01/2020 06:00:00 PM,030XX S WABASH AVE,THEFT,$500 AND UNDER,STREET,false,true,0133,001,3,35,06,1177222,1884824,2020,07/08/2020 03:41:45 PM,41.839292845,-87.625169769,POINT (-87.625169769 41.839292845)
JD280744,06/29/2020 02:30:00 PM,001XX E 35TH ST,ROBBERY,STRONG ARM - NO WEAPON,STREET,false,false,0211,002,3,35,03,1177924,1881826,2020,07/06/2020 03:42:25 PM,41.831050194,-87.622684793,POINT (-87.622684793 41.831050194)
JD278161,06/27/2020 03:30:00 PM,001XX W 35TH ST,BATTERY,SIMPLE,CTA PLATFORM,false,false,0915,009,11,34,08B,1175739,1881773,2020,07/22/2020 03:40:42 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD276122,06/25/2020 05:10:00 PM,001XX W 35TH ST,BATTERY,SIMPLE,RESIDENCE,false,false,0915,009,11,34,08B,1175739,1881773,2020,07/02/2020 03:42:11 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD275151,06/24/2020 06:26:00 PM,035XX S MICHIGAN AVE,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,0213,002,3,35,08B,1177772,1881665,2020,07/01/2020 03:40:40 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD273863,06/23/2020 05:30:00 PM,0000X W 35TH ST,THEFT,OVER $500,STREET,false,false,0213,002,3,35,06,1176717,1881799,2020,06/30/2020 03:41:52 PM,41.831003418,-87.627114131,POINT (-87.627114131 41.831003418)
JD273364,06/22/2020 09:32:00 PM,035XX S MICHIGAN AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,POLICE FACILITY / VEHICLE PARKING LOT,false,false,0213,002,3,35,26,1177772,1881665,2020,06/29/2020 03:41:42 PM,41.830611847,-87.623247369,POINT (-87.623247369 41.830611847)
JD272577,06/22/2020 02:51:00 PM,001XX W 35TH ST,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,CTA TRAIN,false,false,0915,009,11,34,03,1175739,1881773,2020,06/29/2020 03:41:42 PM,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
JD272242,06/22/2020 10:00:00 AM,029XX S DEARBORN ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0133,001,3,35,08B,1176459,1885004,2020,06/29/2020 03:41:42 PM,41.839804007,-87.627964177,POINT (-87.627964177 41.839804007)
JD271738,06/21/2020 08:00:00 PM,033XX S MICHIGAN AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0211,002,3,35,14,1177743,1882861,2020,06/28/2020 03:40:54 PM,41.833894421,-87.6233175,POINT (-87.6233175 41.833894421)
JD270660,06/20/2020 05:45:00 PM,035XX S STATE ST,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,0213,002,3,35,03,1176846,1881708,2020,06/27/2020 03:40:54 PM,41.830750796,-87.626643572,POINT (-87.626643572 41.830750796)
JD270260,06/20/2020 12:10:00 PM,033XX S STATE ST,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,0211,002,3,35,08B,1176879,1882948,2020,06/27/2020 03:40:54 PM,41.834152709,-87.626485058,POINT (-87.626485058 41.834152709)
JD269931,06/20/2020 04:05:00 AM,029XX S DEARBORN ST,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,0133,001,3,35,08B,1176459,1885004,2020,06/27/2020 03:40:54 PM,41.839804007,-87.627964177,POINT (-87.627964177 41.839804007)
JD268290,06/18/2020 02:00:00 PM,029XX S DEARBORN ST,ASSAULT,SIMPLE,STREET,false,true,0133,001,3,35,08A,1176459,1885004,2020,06/25/2020 03:41:40 PM,41.839804007,-87.627964177,POINT (-87.627964177 41.839804007)
JD267991,06/18/2020 12:02:00 PM,029XX S FEDERAL ST,BATTERY,SIMPLE,CHA PARKING LOT / GROUNDS,false,false,0133,001,3,35,08B,1176159,1885264,2020,06/25/2020 03:41:40 PM,41.840524223,-87.629057214,POINT (-87.629057214 41.840524223)
JD266521,06/17/2020 12:10:00 AM,029XX S STATE ST,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,0133,001,3,35,08B,1176763,1885284,2020,06/24/2020 03:41:23 PM,41.840565492,-87.626840187,POINT (-87.626840187 41.840565492)
JD265904,06/16/2020 01:05:00 PM,001XX E 35TH ST,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,false,false,0211,002,3,35,11,1177924,1881826,2020,06/23/2020 03:41:32 PM,41.831050194,-87.622684793,POINT (-87.622684793 41.831050194)
JD265170,06/15/2020 06:00:00 PM,0000X W 35TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0211,002,3,35,08B,1176615,1881796,2020,06/22/2020 03:42:14 PM,41.830997486,-87.627488462,POINT (-87.627488462 41.830997486)
JD265980,06/15/2020 06:00:00 PM,035XX S STATE ST,THEFT,PURSE-SNATCHING,CTA TRAIN,false,false,0213,002,3,35,06,1176896,1881549,2020,06/22/2020 03:42:14 PM,41.830313358,-87.626464922,POINT (-87.626464922 41.830313358)
